compound,aurl,log(kappa),agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K
B4Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/B4Mn1_ICSD_15079,1.837060399,0.023321108,0.040138933,0.775419304,0.586223583
B2Ru3Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Ru3Tb1_ICSD_615370,0.917332703,0.056135502,0.057338826,0.523218106,0.471383003
O14Sn4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_24193,0.660334138,0.203624752,0.07015099,0.577070587,0.353943357
Au6Ho6Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Au3Ho3Sb4_ICSD_612001,0.096691073,0.208977565,0.092440647,0.410092848,0.177521254
Ca2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ca1Zn1_ICSD_184361,0.211339503,0.038651662,0.188193151,0.400730696,0.06623667
I1K3O1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K3O1_ICSD_36512,0.070222633,0.049388235,0.35755593,0.396291719,0.036119075
As1Pt5Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Pt5Tl1_ICSD_611241,0.327943051,0.070287579,0.071730572,0.4199074,0.386929239
Rh6Sn6Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Sn1Zr1_ICSD_152133,0.421197408,0.182316538,0.062604099,0.479250496,0.315488984
Cr4O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr1O2_ICSD_185888,0.919897769,0.096571411,0.075591773,0.64208785,0.429218599
Si8Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Si2Sr1_ICSD_154435,0.414859748,0.119202719,0.114379286,0.492283717,0.125797782
Ge2Mo6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Mo3_ICSD_53717,1.075875295,0.074399946,0.044526661,0.546376629,0.510516678
Ca2Ga4P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Ga2P2_ICSD_422525,0.681542425,0.095795541,0.115256831,0.52844337,0.136218131
Au1Si1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Si1Th1_ICSD_75032,0.938517223,0.027425574,0.065236735,0.452160176,0.257616583
B1In1La3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1In1La3_ICSD_107021,0.740692628,0.049034706,0.090334538,0.420516313,0.101453569
Ca4O8Pb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2O4Pb1_ICSD_36629,0.492507559,0.135684954,0.103146703,0.528860295,0.242367513
Be24N16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3N2_ICSD_412667,1.208519286,0.179609548,0.042596061,0.816958456,0.459746273
Ge4Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge2Sc1_ICSD_637830,0.836172783,0.056801782,0.099109993,0.509895695,0.17285293
Co2P2Ta8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Co1P1Ta4_ICSD_624637,0.947353816,0.117725616,0.044351152,0.509255367,0.486929693
H3Li1Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/H3Li1Sr1_ICSD_23978,0.190244831,0.048378985,0.349828264,0.453824989,0.042414996
Au4Dy8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Dy2_ICSD_611788,-0.000481465,0.125311013,0.092265138,0.351561186,0.144785509
Pt4S4Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1S1Sb1_ICSD_649543,0.215137692,0.122918594,0.082612137,0.431284829,0.240958928
Cu4Mg1Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu4Mg1Y1_ICSD_163696,0.659553027,0.057223031,0.128244505,0.500586586,0.176633618
Cd2Ge4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Ge2Tb2_ICSD_424174,0.527623457,0.100943372,0.096477357,0.451126828,0.161506323
Au2Ba1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au2Ba1_ICSD_181532,0.104439309,0.028375041,0.162117763,0.329269552,0.092167812
H24U8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/H3U1_ICSD_26592,0.161942688,0.321011621,0.183250815,0.508023175,0.20454405
Ag2In1Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Mg1_ICSD_605394,-0.030618106,0.038835526,0.226240016,0.38184627,0.112685672
Cr2K2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1K1O2_ICSD_425293,0.925492065,0.068164949,0.094897775,0.605293034,0.265372889
Rh8Si10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Rh4Si5_ICSD_24355,0.711932018,0.168713505,0.06049799,0.564670183,0.418324783
F2Gd2S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F1Gd1S1_ICSD_93355,0.77021851,0.057297669,0.088579447,0.498853214,0.222550993
In1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In1Te1_ICSD_44652,-0.150680111,0.01764382,0.171770764,0.288559424,0.079200878
Ge4Ir4La2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ge2Ir2La1_ICSD_636699,0.451568466,0.10119168,0.062604099,0.44546371,0.333162183
Ge2Rh2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2Rh2Sr1_ICSD_77145,0.894293904,0.046673963,0.082787646,0.509484341,0.241061164
F3K1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3K1Pd1_ICSD_73167,0.2774671,0.047789891,0.242371058,0.476512416,0.11513093
N2Re1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N2Re1_ICSD_290436,1.195556507,0.025154033,0.048914388,0.552702785,0.761335702
B24Os4Y8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B6Os1Y2_ICSD_603494,1.07086501,0.290922712,0.050844989,0.652022832,0.473405005
Na2O8Pd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na1O4Pd3_ICSD_245608,0.258040736,0.157920863,0.09770592,0.512415604,0.333334848
Si2Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si1Ta2_ICSD_42526,1.139705964,0.05695033,0.043473606,0.506699781,0.468899804
Ga9Ho3Ru3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga3Ho1Ru1_ICSD_634401,0.466168927,0.150991188,0.086122319,0.482153433,0.244153236
Os2Si2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Os2Si2Tb1_ICSD_647790,1.107782996,0.0466077,0.05049397,0.511161333,0.421312347
Pb2V6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb1V3_ICSD_105639,0.31303156,0.080515522,0.068746918,0.433834146,0.322799995
Cd1F3K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1F3K1_ICSD_44788,0.238603049,0.048246093,0.201015847,0.459400378,0.112824031
Cd1O1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1O1_ICSD_181057,0.840523244,0.016534191,0.105077303,0.488328714,0.271357104
Ba2Mo6Se6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Mo3Se3_ICSD_603615,0.576185806,0.139927665,0.068395899,0.49033948,0.234072765
P2V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/P1V1_ICSD_77855,1.584511012,0.034430797,0.055057207,0.562649268,0.219479823
Ba1Pt1Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Pt1Si3_ICSD_174267,0.810345447,0.047240483,0.091738611,0.493992734,0.203548953
Ga1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1N1_ICSD_156260,1.445482771,0.014171992,0.071555063,0.599617061,0.375399288
Ho1Pd2Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Pd2Sn1_ICSD_104437,0.28446683,0.03871028,0.092791665,0.395112232,0.229492591
Ag2O4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1O2Y1_ICSD_95674,0.361024843,0.079348986,0.09191412,0.466354392,0.22300174
In3Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/In3Sc1_ICSD_59524,0.197148182,0.038878853,0.130701633,0.376769287,0.117192917
Hg6Yb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Yb1_ICSD_639305,-0.742734321,0.08290976,0.406417666,0.261144802,0.060086832
Ga4Ta6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga2Ta3_ICSD_107309,0.953701234,0.097781273,0.051020498,0.50464055,0.400340332
Ge4Ho4Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ho1Ru1_ICSD_57070,0.455265236,0.121757884,0.066640808,0.454513738,0.292703984
Al2Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Pt1_ICSD_58132,0.591974558,0.027585408,0.075591773,0.439731131,0.283843529
N1Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Nb1_ICSD_185569,1.898637436,0.012294211,0.038032824,0.652829529,0.687757578
B8Ru4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Ru1Y1_ICSD_615399,0.986017556,0.142921191,0.058918408,0.595033524,0.406365442
P2Rh2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/P2Rh2Sr1_ICSD_50186,0.852561111,0.046586947,0.073310154,0.511681976,0.273942539
Pd4Th4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Th1_ICSD_105716,0.038353861,0.082169206,0.066465299,0.352924249,0.221395499
As2Cr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Cr1_ICSD_107934,0.663795122,0.037074071,0.123154741,0.490488326,0.179010492
Be26U2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13U1_ICSD_107528,1.080914959,0.211889536,0.083138664,0.675546048,0.267717501
Al3Pt3Th3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Pt1Th1_ICSD_609160,0.383601755,0.091680625,0.063130626,0.414672326,0.268026481
Ba4Ca4Pb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ca1Pb1_ICSD_615799,0.021838188,0.125131153,0.162117763,0.360574002,0.05386543
Be1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Ti1_ICSD_58743,1.525208123,0.014001781,0.071379554,0.605072021,0.266686054
Ge4Ir4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ir1Tb1_ICSD_636739,0.533439031,0.121696353,0.064008172,0.455608428,0.3108611
Cl24Cs8Pb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Pb1_ICSD_26713,-0.805194376,0.384331878,0.297659937,0.346581178,0.04456786
Mg8Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Tb1_ICSD_642872,0.198153783,0.123628565,0.123154741,0.413770458,0.091077977
Ho4Mg8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Mg2_ICSD_55550,0.14769487,0.123929301,0.122628214,0.405266197,0.093274006
Ba2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba1Sn1_ICSD_58678,0.31696996,0.038968782,0.142460743,0.36526782,0.062464615
Cl4Pd1Tl2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cl4Pd1Tl2_ICSD_89601,-0.179564702,0.071351442,0.242776484,0.356331005,0.055729988
Bi2Cu2Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1Cu1Sr1_ICSD_58777,0.379943344,0.059947133,0.148252544,0.404452057,0.08859864
Ni4Sc1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni4Sc1Sn1_ICSD_105340,0.208911408,0.059141044,0.114554795,0.443461964,0.247883714
Cr2F6K2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cr1F3K1_ICSD_169765,0.267511988,0.09729995,0.182318861,0.510878977,0.127749808
In3Rh3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Rh1Y1_ICSD_59517,0.267408765,0.091452342,0.081383573,0.422506106,0.213896828
Cd1Ho1Ni4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Ho1Ni4_ICSD_185113,0.44841257,0.058507896,0.120697614,0.465983632,0.241181576
Se1Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Sr1_ICSD_182720,0.840221556,0.017052943,0.124207796,0.437639176,0.088714053
C4Zn12Zr12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zn3Zr3_ICSD_42934,0.582788098,0.275095469,0.069097936,0.530150334,0.276805147
C1Pb1Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Pb1Y3_ICSD_56408,1.072911316,0.046843264,0.082787646,0.505080275,0.168933883
Al2Cu4Re4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al1Cu2Re2_ICSD_57706,0.742193129,0.097505659,0.059269426,0.508252329,0.467666156
H6Pd2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/H3Pd1Ti2_ICSD_167659,0.487955269,0.113888863,0.113677249,0.544341551,0.297354586
Gd1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd1S1_ICSD_104130,0.989087458,0.016822803,0.082612137,0.463250965,0.195829452
Se1Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Se1Yb1_ICSD_106048,0.834785536,0.017254611,0.12333025,0.407940453,0.100901722
Ba2Cu4Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Cu2Sb2_ICSD_236308,0.203989675,0.102113549,0.137019961,0.421060276,0.118056471
Pd4Sb4Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd1Sb1Se1_ICSD_171030,0.11070416,0.123262657,0.098583466,0.423193727,0.189095507
Na4O8W2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2O4W1_ICSD_2133,0.830174705,0.127250506,0.076644827,0.581569101,0.28730365
Ba4S12Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1S3Zr1_ICSD_165977,0.340539292,0.202730553,0.083489683,0.481701709,0.159182385
B1Sc3Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1Sc3Sn1_ICSD_167912,1.20413084,0.044478517,0.078926446,0.555407261,0.175048051
Pd4Sb4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sb1Zr1_ICSD_92441,0.212890433,0.122717982,0.072081591,0.435711853,0.279683659
Be44W2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22W1_ICSD_58755,1.074304344,0.288761125,0.068746918,0.736036607,0.288448693
Cu3N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3N1_ICSD_167835,0.518933555,0.03724228,0.118767013,0.483917025,0.230324111
B4Ni12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1Ni3_ICSD_106927,0.506832321,0.152090732,0.077171355,0.550823499,0.492527683
Co2O2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1O1_ICSD_43458,0.68626884,0.036436554,0.094897775,0.51232456,0.277309512
Ca1Pd5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Pd5_ICSD_106357,0.431371807,0.058861789,0.101216103,0.454012174,0.225888204
Rh4Sr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Rh2Sr1_ICSD_105937,0.196380706,0.059393356,0.14105667,0.432852893,0.180452928
Cu2Ga2Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Ga1Zr1_ICSD_627583,0.798216825,0.057098513,0.081910101,0.503425926,0.253824763
Be1Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1Pd2_ICSD_107609,0.763698969,0.026737267,0.092265138,0.49312086,0.346207498
Al1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1N1_ICSD_181066,1.779727049,0.010500571,0.050669479,0.695464725,0.423295726
F2Hg2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Hg2_ICSD_23719,0.125103737,0.038834434,0.194976578,0.381943245,0.113819583
Au1Be5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Be5_ICSD_150580,1.258503191,0.049766886,0.096477357,0.608843223,0.290159443
Dy1In3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1In3_ICSD_103202,0.435450967,0.038781277,0.120873123,0.387819031,0.116833955
In4Rh4Tb16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Rh1Tb4_ICSD_417518,0.18277974,0.251983566,0.083138664,0.404327117,0.140715152
C6Mo6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Mo1_ICSD_44987,1.090236885,0.103658008,0.041894024,0.608521627,0.725237301
Hf4O14Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2O7Y2_ICSD_153819,0.808816402,0.203879977,0.057865353,0.576197134,0.41395817
Ag1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Zn1_ICSD_150570,0.027728685,0.017441861,0.210991784,0.368356814,0.146622804
S4Ta2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S2Ta1_ICSD_169771,0.978184627,0.056360872,0.065763263,0.518878405,0.242274365
B2Co3Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Co3Y1_ICSD_23655,1.757698866,0.049310684,0.038032824,0.613481788,0.464031098
Co1Sb1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1Sb1Ti1_ICSD_169138,1.127334849,0.026014954,0.068395899,0.524037254,0.305376706
La10Si6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/La5Si3_ICSD_641952,0.369514564,0.165127973,0.084191719,0.433250717,0.127687103
O14Ti4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_14242,0.876081525,0.187422499,0.057514335,0.624700223,0.41477833
Au4Ca2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Au2Ca1_ICSD_55542,-0.253925764,0.060832594,0.139477088,0.326483436,0.136232671
F3K1Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3K1Mn1_ICSD_15423,0.473438794,0.046630273,0.185255129,0.510597028,0.125886613
As2Ti6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Ti3_ICSD_611501,0.62940756,0.076782534,0.090861065,0.514674694,0.226922378
As2Sb6Zr10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Sb3Zr5_ICSD_611352,0.502190789,0.181889828,0.066114281,0.483170318,0.251561939
C6N8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C3N4_ICSD_151781,1.71652919,0.04464272,0.023061897,0.877069459,0.880722377
Dy1Pt3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Pt3_ICSD_103356,0.635789254,0.03830942,0.068044881,0.428221545,0.370253409
In3Pd3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Pd1Y1_ICSD_640260,0.154460492,0.09183245,0.093318193,0.409091299,0.185762385
Co1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Ta1_ICSD_187978,1.386270611,0.016326588,0.054706189,0.503304594,0.394687817
Gd1Hg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Gd1Hg1_ICSD_104046,0.496717982,0.017487299,0.108411976,0.355546635,0.130377046
Ba2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1_ICSD_52680,0.259715694,0.017686455,0.206418017,0.256280262,0.017298606
Sr1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sr1Te1_ICSD_52491,0.376773987,0.017492651,0.132281215,0.353910237,0.07671518
Ge3Pd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ge1Pd2_ICSD_52052,0.10731853,0.091032186,0.092089629,0.435443255,0.320082788
Al8Hf12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Hf3_ICSD_60632,0.603639035,0.203737255,0.060673499,0.473074087,0.258116404
Na1O3Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na1O3Ta1_ICSD_28612,1.248760172,0.041916434,0.059620444,0.594412884,0.418642851
N8Re4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2Re1_ICSD_290438,0.732043771,0.113743228,0.057865353,0.545495216,0.608642806
C2Ge6Mo10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ge3Mo5_ICSD_42922,0.746956298,0.172496373,0.049791934,0.546277579,0.49810977
W4Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/W2Zr1_ICSD_106217,1.065191178,0.058064801,0.038383842,0.479231101,0.466400702
Cd6Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd3Sc1_ICSD_102062,-0.045036678,0.081652202,0.154219853,0.386324939,0.120359734
F6Na1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Na1Sb1_ICSD_16640,0.435517886,0.075916006,0.134913851,0.527192087,0.14940226
C1Mn3Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Mn3Zn1_ICSD_150829,0.572319674,0.046496653,0.184728601,0.513921964,0.153941085
As2Ba1Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/As2Ba1Pd2_ICSD_61196,0.471631971,0.048658968,0.11157114,0.440955949,0.170744142
Pr1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pr1Te1_ICSD_77936,0.560298868,0.017399335,0.133860797,0.378934763,0.091035946
C1W1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1W1_ICSD_167896,1.652926751,0.014958712,0.039963424,0.571717564,0.793301496
Ir4S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1S2_ICSD_659260,0.71108984,0.115864765,0.069273445,0.527556292,0.355749526
Ga2In2Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga1In1Te2_ICSD_600687,0.207149453,0.081383142,0.162293272,0.399889719,0.078067648
Ho1Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Pd3_ICSD_104434,0.68049959,0.037859044,0.087526392,0.45552521,0.270652811
C1Mo1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Mo1_ICSD_618300,1.938058668,0.011915779,0.036102224,0.662255053,0.757241718
Cu2O4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1O2Y1_ICSD_35580,0.502642848,0.077548573,0.085420283,0.502350856,0.256255708
Er4Ge6Ir7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Er4Ge6Ir7_ICSD_630616,0.671039478,0.170028953,0.059269426,0.496869735,0.381465292
N2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/N1Ti2_ICSD_23403,1.310234353,0.048010892,0.051020498,0.626120795,0.42390687
Ag2Al2Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Al1Se2_ICSD_28745,0.11063684,0.081130829,0.130701633,0.411065756,0.111527679
Mn3N1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mn3N1Zn1_ICSD_76070,0.795782724,0.047133806,0.141934216,0.497084659,0.136396476
Au6Sb8Tb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Au3Sb4Tb3_ICSD_612293,0.095531984,0.208956812,0.092089629,0.410440831,0.175168917
Dy1Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Pd3_ICSD_103344,0.665452466,0.037906739,0.087526392,0.452968452,0.267390346
Ge6Os7Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge6Os7Sc4_ICSD_637471,0.644995626,0.169387431,0.055232716,0.502135706,0.40803984
Au2Dy2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Dy1Sn1_ICSD_611806,0.328817755,0.060037791,0.100689575,0.398892229,0.172374466
Ru1Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Si1_ICSD_44616,1.379018916,0.015111884,0.051020498,0.565626402,0.559028803
Hf2O8Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hf1O4Si1_ICSD_187732,1.040491577,0.104019911,0.053126607,0.606645949,0.516598585
Co4Si6Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Co2Si3Zr3_ICSD_625139,1.062679736,0.150270295,0.054706189,0.560759157,0.285622436
B8Rh8Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B4Rh4Th1_ICSD_601578,0.614788629,0.175185158,0.055583735,0.531398786,0.521199206
Ag1Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Mg1_ICSD_150831,0.442335503,0.017181648,0.189490164,0.419764193,0.112346703
Cl4La4Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cl1La1Te1_ICSD_426279,0.224747955,0.123446521,0.102269157,0.418571174,0.120127091
Dy2Hg6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Hg3_ICSD_629833,-0.329710534,0.082528925,0.16264429,0.319442822,0.125158693
Sn2Te10Tl4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Sn1Te5Tl2_ICSD_73666,-0.299457227,0.168668722,0.165101418,0.341835715,0.07158225
Cl4K2Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl4K2Mg1_ICSD_4035,0.131628287,0.069556855,0.259670991,0.447421704,0.051246598
F6Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Sn2_ICSD_33786,0.282744432,0.078949218,0.125611869,0.475468468,0.138803112
